Acceleration,Method,ScanID,SSFD (Patch Size 1),SSFD (Patch Size 4),SSFD (Patch Size 8),SSFD (Patch Size 16),SSFD (Patch Size 64),SSFD (Patch Coverage 10),SSFD (Patch Coverage 25),SSFD (Patch Coverage 50),SSFD (Patch Coverage 75)
2,UNet,1000017,4.018243312835693,0.5813232660293579,0.9210089445114136,1.8447068929672241,0.30919259786605835,0.787204384803772,1.8447068929672241,4.245724201202393,1.315061330795288
2,UNet,1000026,3.307121992111206,0.5824160575866699,1.0290799140930176,1.465897560119629,0.2590934634208679,0.6873292922973633,1.465897560119629,4.576750755310059,1.237449288368225
2,UNet,1000041,3.3000073432922363,0.3673994243144989,1.3542578220367432,0.8969993591308594,0.22860364615917206,0.5699508190155029,0.8969993591308594,2.7357096672058105,0.7693056464195251
2,UNet,1000071,8.977252960205078,0.45862311124801636,2.1231253147125244,1.1018011569976807,0.20876622200012207,0.72652667760849,1.1018011569976807,3.9747378826141357,1.179375171661377
2,UNet,1000107,2.4991135597229004,0.2716423571109772,0.8706330060958862,0.8633235692977905,0.16248227655887604,0.3811801075935364,0.8633235692977905,2.0297207832336426,0.6619407534599304
2,UNet,1000153,3.5305094718933105,0.37771841883659363,1.272650957107544,0.767375648021698,0.28036975860595703,0.4982627034187317,0.767375648021698,2.5461924076080322,0.7711890339851379
2,UNet,1000178,2.9958014488220215,0.49352389574050903,0.83982914686203,1.4766873121261597,0.22525477409362793,0.6948686838150024,1.4766873121261597,4.418341636657715,1.1408668756484985
2,UNet,1000196,6.356391906738281,0.8559709787368774,1.9067777395248413,2.1242051124572754,0.438058078289032,0.9157775640487671,2.1242051124572754,5.172432899475098,1.7954797744750977
2,UNet,1000206,2.7525699138641357,0.4749569892883301,0.9317446947097778,1.2260925769805908,0.17541193962097168,0.533959150314331,1.2260925769805908,5.387362480163574,1.157047986984253
2,UNet,1000264,2.6133511066436768,0.3529825508594513,1.4643280506134033,1.103416085243225,0.1515032947063446,0.5086954832077026,1.103416085243225,3.611889600753784,0.865486741065979
2,UNet,1000292,2.9646201133728027,0.8264440298080444,0.8699305653572083,1.555331826210022,0.2689981758594513,0.7559178471565247,1.555331826210022,4.437129020690918,1.0996425151824951
2,UNet,1000314,2.477947235107422,0.3539307713508606,1.9326508045196533,1.2258861064910889,0.16893458366394043,0.502635657787323,1.2258861064910889,3.1202125549316406,0.8056347966194153
2,UNet,1000323,6.908537864685059,0.7999891042709351,3.484581708908081,2.4192426204681396,0.549003005027771,0.949343204498291,2.4192426204681396,4.649422645568848,0.975112795829773
2,UNet,1000344,2.9653918743133545,0.5286946296691895,0.8608065843582153,1.535085916519165,0.25237756967544556,0.6939628720283508,1.535085916519165,4.03940486907959,1.1845672130584717
2,UNet,1000432,2.64688777923584,0.3643007278442383,1.3410685062408447,0.8973420858383179,0.2658694386482239,0.5638682246208191,0.8973420858383179,2.6946401596069336,0.8340643644332886
2,UNet,1000464,4.171438217163086,1.1506526470184326,4.660372734069824,2.580280303955078,0.5498258471488953,1.0364038944244385,2.580280303955078,5.552695274353027,1.3405275344848633
2,UNet,1000538,3.5905814170837402,0.5456175208091736,1.5818312168121338,1.3461246490478516,0.17777174711227417,0.5685690641403198,1.3461246490478516,3.992189407348633,0.8695346117019653
2,UNet,1000591,3.0082836151123047,0.5783655047416687,1.580237627029419,1.4768970012664795,0.32399117946624756,0.6050912141799927,1.4768970012664795,3.7716498374938965,0.7753653526306152
2,UNet,1000697,1.9324458837509155,0.21489553153514862,0.8595793843269348,0.8574725985527039,0.12480541318655014,0.4764779508113861,0.8574725985527039,2.6891472339630127,0.7097606658935547
2,UNet,1000735,1.6467554569244385,0.28122562170028687,1.5601037740707397,0.9093601107597351,0.1919514238834381,0.44125571846961975,0.9093601107597351,3.1850533485412598,0.6825577020645142
2,UNet,1000759,3.2919647693634033,0.3299901783466339,1.1032378673553467,0.7842750549316406,0.3148002028465271,0.46764618158340454,0.7842750549316406,2.516331434249878,0.8283136487007141
2,UNet,1000769,3.0386877059936523,0.3410435616970062,1.1422512531280518,0.7839394807815552,0.3097071349620819,0.4914437234401703,0.7839394807815552,2.520237922668457,0.8215360641479492
2,UNet,1000891,2.9972290992736816,0.4610525667667389,1.7185910940170288,0.826827347278595,0.2360285222530365,0.5528174042701721,0.826827347278595,2.382110834121704,0.7378445863723755
2,UNet,1000899,4.260873317718506,0.7622764110565186,1.2465970516204834,1.9919980764389038,0.3922785222530365,0.9456707835197449,1.9919980764389038,5.400616645812988,1.6951782703399658
2,UNet,1001064,2.502578020095825,0.302581787109375,1.6191141605377197,0.8816299438476562,0.1470264345407486,0.5461581349372864,0.8816299438476562,2.3640894889831543,0.939426064491272
2,UNet,1001090,1.9509727954864502,0.5616956949234009,2.219757556915283,1.147466778755188,0.2459714710712433,0.545152485370636,1.147466778755188,4.361850738525391,0.8641492128372192
2,UNet,1001096,3.0692319869995117,0.42082101106643677,0.967629611492157,0.8584734797477722,0.23409903049468994,0.4469479024410248,0.8584734797477722,2.5742621421813965,0.7907388806343079
2,UNet,1001104,1.9260658025741577,0.26445162296295166,1.7426528930664062,0.6871656775474548,0.13676145672798157,0.4051128327846527,0.6871656775474548,2.0302937030792236,0.5697411298751831
2,UNet,1001119,5.403681755065918,0.5040682554244995,1.5341936349868774,1.8300435543060303,0.3709416389465332,0.7722042798995972,1.8300435543060303,5.206717491149902,1.1763588190078735
2,UNet,1001140,2.3689990043640137,0.4598436951637268,0.8082070350646973,1.2789490222930908,0.20114751160144806,0.5360387563705444,1.2789490222930908,3.3702034950256348,1.1726047992706299
2,UNet,1001144,3.2245631217956543,0.4450717568397522,1.8505111932754517,1.0769481658935547,0.16825461387634277,0.5557582974433899,1.0769481658935547,3.843733310699463,0.9970661997795105
2,UNet,1001159,2.651014566421509,0.9063140749931335,1.0385310649871826,1.5628511905670166,0.35771051049232483,0.9191967248916626,1.5628511905670166,6.438261985778809,2.0490024089813232
2,UNet,1001168,2.2224113941192627,0.2678636610507965,1.7370163202285767,0.6478919386863708,0.13804565370082855,0.33739766478538513,0.6478919386863708,2.1398415565490723,0.5711537599563599
2,UNet,1001170,2.6768906116485596,0.2903144955635071,1.6603091955184937,0.8565995097160339,0.14549249410629272,0.4683663249015808,0.8565995097160339,2.572654962539673,0.6526509523391724
2,UNet,1001184,2.781129837036133,0.3134807348251343,1.2963058948516846,1.0161954164505005,0.15523552894592285,0.6027964353561401,1.0161954164505005,3.143709897994995,0.7485461235046387
2,UNet,1001275,2.9567618370056152,0.8990545272827148,0.9022639989852905,1.505164623260498,0.36921024322509766,0.8219968676567078,1.505164623260498,5.211468696594238,1.3842833042144775
2,UNet,1001381,1.8771631717681885,0.30435046553611755,1.6809959411621094,1.2851285934448242,0.22748050093650818,0.6852601766586304,1.2851285934448242,4.320812225341797,1.1236255168914795
2,UNet,1001651,2.0495035648345947,0.5438241362571716,2.129676342010498,1.0075440406799316,0.2134215384721756,0.5746927857398987,1.0075440406799316,3.5562846660614014,0.704041063785553
2,UNet,1001655,3.2500052452087402,0.4016941487789154,1.5357768535614014,1.3761529922485352,0.2191958874464035,0.47882118821144104,1.3761529922485352,4.35363245010376,0.9159380793571472
2,UNet,1001687,2.167680501937866,0.355020135641098,1.9144232273101807,0.931276798248291,0.21568337082862854,0.48655980825424194,0.931276798248291,2.604936122894287,0.6973179578781128
2,UNet,1001759,2.8542633056640625,0.3713751435279846,1.5502482652664185,1.1152641773223877,0.2416740208864212,0.6187621355056763,1.1152641773223877,2.5901036262512207,0.93732750415802
2,UNet,1001763,2.0530173778533936,0.3771768808364868,1.853176474571228,1.482306718826294,0.2473362386226654,0.665949821472168,1.482306718826294,4.400251388549805,1.0370633602142334
2,UNet,1001798,2.186945676803589,0.8000780344009399,0.9870473146438599,1.3842827081680298,0.2920873165130615,0.7242727875709534,1.3842827081680298,5.069035530090332,1.0986896753311157
2,UNet,1001850,2.4852142333984375,0.5611550807952881,1.365070104598999,1.3464224338531494,0.23734202980995178,0.6204991340637207,1.3464224338531494,4.0327887535095215,0.8149770498275757
2,UNet,1001851,1.9533627033233643,0.6339142918586731,1.5773935317993164,1.3657915592193604,0.36412185430526733,0.757026731967926,1.3657915592193604,4.614300727844238,0.9234914779663086
2,UNet,1001938,4.705376625061035,0.6329673528671265,1.1017965078353882,1.4808273315429688,0.35062354803085327,0.7271772027015686,1.4808273315429688,5.500491142272949,1.2987086772918701
2,UNet,1001959,3.947190523147583,0.5679776072502136,1.0076501369476318,1.4026949405670166,0.22483308613300323,0.4905799925327301,1.4026949405670166,4.751776218414307,1.3827893733978271
2,UNet,1001995,2.589672803878784,0.4343128204345703,1.3020806312561035,1.010467529296875,0.18052856624126434,0.5592103600502014,1.010467529296875,3.025801658630371,0.8406156301498413
2,UNet,1001997,3.552008867263794,0.744296669960022,1.0982978343963623,1.7713543176651,0.35776370763778687,0.7531958818435669,1.7713543176651,4.744107723236084,1.3412930965423584
2,UNet,1002007,2.082123279571533,0.48870402574539185,1.266775369644165,1.2990585565567017,0.21641798317432404,0.5287390351295471,1.2990585565567017,3.959733486175537,1.0155320167541504
2,UNet,1002035,2.469913959503174,0.2634160816669464,1.403180718421936,0.820473313331604,0.14149034023284912,0.4319022595882416,0.820473313331604,2.05073618888855,0.5268687009811401
2,UNet,1002274,3.2182459831237793,0.5524284243583679,2.806366443634033,1.6811325550079346,0.28488054871559143,0.7052971124649048,1.6811325550079346,4.54475212097168,0.9121949076652527
2,UNet,1002351,2.512235164642334,0.4373161792755127,1.3510189056396484,1.2757054567337036,0.32068052887916565,0.7053710222244263,1.2757054567337036,3.9397048950195312,0.9965368509292603
2,UNet,1002380,3.6763103008270264,0.6109143495559692,1.0738859176635742,1.855333924293518,0.3302727937698364,0.7553372383117676,1.855333924293518,5.423154830932617,1.2216540575027466
2,UNet,1002382,2.0302844047546387,0.2021699696779251,0.6178148984909058,0.5698872804641724,0.11060173809528351,0.3960281014442444,0.5698872804641724,2.182060718536377,0.5877145528793335
2,UNet,1002412,3.4778411388397217,0.6999582052230835,0.9142265319824219,1.6500459909439087,0.29222768545150757,0.8031118512153625,1.6500459909439087,5.070140838623047,1.2638102769851685
2,UNet,1002417,5.030200958251953,0.5695827603340149,4.615541458129883,2.478435754776001,0.4026692807674408,0.9773422479629517,2.478435754776001,4.781099796295166,1.3717583417892456
2,UNet,1002451,4.022400379180908,0.5308117270469666,1.0940592288970947,1.4259207248687744,0.3437809348106384,0.7344164848327637,1.4259207248687744,4.753669738769531,1.4911695718765259
2,UNet,1002515,7.143846035003662,0.9947106242179871,1.1371558904647827,1.888893723487854,0.49601855874061584,1.0044147968292236,1.888893723487854,5.452425479888916,2.6357686519622803
2,UNet,1002526,1.3607622385025024,0.23538441956043243,1.5901280641555786,0.9164544939994812,0.13223624229431152,0.3737478256225586,0.9164544939994812,2.8348822593688965,0.5677237510681152
2,UNet,1002538,6.995326995849609,0.9942721128463745,1.2389276027679443,1.9126083850860596,0.48827195167541504,1.0811048746109009,1.9126083850860596,5.354825019836426,2.1609368324279785
4,UNet,1000017,10.605401992797852,1.8379316329956055,2.9651904106140137,3.8845341205596924,0.7913627624511719,1.7745338678359985,3.8845341205596924,9.786736488342285,2.797823667526245
4,UNet,1000026,9.004411697387695,1.6520140171051025,3.4506068229675293,3.238818645477295,0.7019559741020203,1.4745301008224487,3.238818645477295,10.551660537719727,2.519080400466919
4,UNet,1000041,7.811605930328369,0.9296139478683472,3.032731533050537,2.448509693145752,0.6453661918640137,1.409732460975647,2.448509693145752,6.8436689376831055,1.8798854351043701
4,UNet,1000071,8.337183952331543,1.1844141483306885,5.006306171417236,3.0293054580688477,0.5401229858398438,1.3799594640731812,3.0293054580688477,8.010579109191895,1.8954517841339111
4,UNet,1000107,5.4805803298950195,0.6627391576766968,3.064359664916992,2.4849019050598145,0.41694754362106323,1.020842432975769,2.4849019050598145,6.892844200134277,1.6441972255706787
4,UNet,1000153,9.000532150268555,1.1876707077026367,4.3934006690979,2.477691411972046,0.6937054395675659,1.4765493869781494,2.477691411972046,7.615785121917725,2.174795627593994
4,UNet,1000178,9.01694107055664,1.5856740474700928,3.534519672393799,3.6373023986816406,0.6429965496063232,1.7770500183105469,3.6373023986816406,10.726234436035156,2.5246822834014893
4,UNet,1000196,10.238813400268555,1.6085319519042969,4.580751419067383,4.015488147735596,0.803715705871582,1.9903955459594727,4.015488147735596,10.493827819824219,3.534656524658203
4,UNet,1000206,7.1385498046875,1.4401956796646118,5.225557804107666,3.146376848220825,0.4702071249485016,1.0926300287246704,3.146376848220825,10.614618301391602,2.438328742980957
4,UNet,1000264,5.179598331451416,0.696878969669342,2.886204481124878,2.4034810066223145,0.3508295714855194,1.168830156326294,2.4034810066223145,8.347742080688477,2.0255463123321533
4,UNet,1000292,8.621373176574707,2.3968114852905273,3.1440107822418213,3.900296449661255,0.7903756499290466,1.8550342321395874,3.900296449661255,9.150612831115723,2.6033735275268555
4,UNet,1000314,5.7018818855285645,0.760502278804779,3.59210205078125,2.359642505645752,0.4065181314945221,1.2451492547988892,2.359642505645752,7.522767066955566,2.443610668182373
4,UNet,1000323,14.323707580566406,1.438984990119934,6.612725734710693,4.158961772918701,0.6381402015686035,1.9556947946548462,4.158961772918701,9.5118989944458,2.054082155227661
4,UNet,1000344,10.918088912963867,1.9573999643325806,3.290994167327881,4.289412498474121,0.8462845683097839,2.051896572113037,4.289412498474121,9.866385459899902,2.7565982341766357
4,UNet,1000432,8.268527030944824,1.037933588027954,3.880763292312622,2.628748655319214,0.57396399974823,1.5126208066940308,2.628748655319214,6.92254114151001,2.1889443397521973
4,UNet,1000464,6.090721130371094,1.5715237855911255,4.197364807128906,3.346466064453125,0.8214572668075562,1.8852910995483398,3.346466064453125,11.192153930664062,3.035615921020508
4,UNet,1000538,8.871851921081543,1.626421332359314,6.1768951416015625,3.134343385696411,0.5724613666534424,1.663604974746704,3.134343385696411,9.179704666137695,2.0277273654937744
4,UNet,1000591,9.422224044799805,1.9992477893829346,7.642284393310547,4.2920823097229,0.9430229067802429,2.0879406929016113,4.2920823097229,10.431923866271973,2.431508779525757
4,UNet,1000697,7.486762046813965,0.5555559992790222,3.113523483276367,2.4654688835144043,0.3549496531486511,1.197547435760498,2.4654688835144043,7.374139308929443,1.8381271362304688
4,UNet,1000735,5.966458320617676,0.8978581428527832,4.193944454193115,2.4949698448181152,0.5251988172531128,1.1875892877578735,2.4949698448181152,9.017956733703613,1.8913795948028564
4,UNet,1000759,9.103075981140137,1.1429381370544434,6.697159767150879,3.105808734893799,1.0403984785079956,1.4388015270233154,3.105808734893799,6.916412353515625,2.3307881355285645
4,UNet,1000769,8.586934089660645,1.1341053247451782,5.779289245605469,2.9462039470672607,0.9749301671981812,1.5074447393417358,2.9462039470672607,7.374096870422363,2.3507025241851807
4,UNet,1000891,6.826655387878418,1.388733148574829,3.248013734817505,2.1824698448181152,0.678548276424408,1.2929421663284302,2.1824698448181152,6.576003074645996,2.5179672241210938
4,UNet,1000899,9.224950790405273,1.7675749063491821,3.757281541824341,4.335939407348633,1.2005388736724854,2.1224796772003174,4.335939407348633,11.294306755065918,3.4247028827667236
4,UNet,1001064,7.703580379486084,1.0615969896316528,6.496265411376953,3.356685161590576,0.5783664584159851,1.65566885471344,3.356685161590576,8.129647254943848,2.5894107818603516
4,UNet,1001090,7.626079559326172,1.8844051361083984,6.729862213134766,3.306919813156128,1.1049919128417969,1.7259159088134766,3.306919813156128,12.043499946594238,3.2596397399902344
4,UNet,1001096,5.809634685516357,1.0111058950424194,2.999074935913086,2.1855692863464355,0.5436798334121704,0.9793844223022461,2.1855692863464355,5.849998950958252,1.7482331991195679
4,UNet,1001104,6.390923023223877,0.8235203623771667,5.185091972351074,2.317086935043335,0.3695434033870697,1.2152752876281738,2.317086935043335,5.910632610321045,1.69386887550354
4,UNet,1001119,6.43311071395874,1.101119041442871,3.971705675125122,3.1185531616210938,0.7496346235275269,1.4267289638519287,3.1185531616210938,9.987527847290039,2.2513251304626465
4,UNet,1001140,5.831904411315918,1.6039350032806396,2.5823464393615723,2.9834952354431152,0.7095478773117065,1.3379676342010498,2.9834952354431152,7.964298248291016,2.43768310546875
4,UNet,1001144,7.084924221038818,1.3361958265304565,6.758026123046875,3.1617374420166016,0.6875416040420532,1.7441682815551758,3.1617374420166016,9.021061897277832,2.218363046646118
4,UNet,1001159,6.626692295074463,2.5486276149749756,3.2000129222869873,3.3575351238250732,0.9834346771240234,1.8643405437469482,3.3575351238250732,11.545816421508789,3.5905680656433105
4,UNet,1001168,6.289158821105957,0.8652194738388062,4.216232776641846,2.3692128658294678,0.4008150100708008,0.8845065832138062,2.3692128658294678,5.971392631530762,1.9540393352508545
4,UNet,1001170,7.432285308837891,0.870649516582489,3.6776785850524902,2.38122820854187,0.4578190743923187,1.2727843523025513,2.38122820854187,7.557255744934082,2.01220703125
4,UNet,1001184,6.2270026206970215,0.9916616678237915,3.6266212463378906,3.026790142059326,0.540282130241394,1.5873571634292603,3.026790142059326,8.707897186279297,2.384726047515869
4,UNet,1001275,7.465437889099121,2.740856409072876,3.7360024452209473,3.8172881603240967,1.035831093788147,2.377188205718994,3.8172881603240967,10.994202613830566,3.148778200149536
4,UNet,1001381,6.264418601989746,0.887106716632843,2.825854778289795,3.1881349086761475,0.651071310043335,1.8225679397583008,3.1881349086761475,10.056496620178223,2.5202207565307617
4,UNet,1001651,6.346022605895996,1.6549478769302368,7.374867916107178,3.06770396232605,0.7176476716995239,1.6974093914031982,3.06770396232605,9.372796058654785,1.8075191974639893
4,UNet,1001655,6.231027126312256,1.3402795791625977,3.9481041431427,2.540755033493042,0.6779783368110657,1.3577392101287842,2.540755033493042,9.399724006652832,2.219362735748291
4,UNet,1001687,6.140317440032959,0.9134825468063354,3.3269379138946533,2.4894275665283203,0.706879198551178,1.4364149570465088,2.4894275665283203,7.760466575622559,1.9274561405181885
4,UNet,1001759,6.7178955078125,1.123720645904541,4.220249176025391,2.9972057342529297,0.9042333364486694,1.5584604740142822,2.9972057342529297,7.787670135498047,2.6033143997192383
4,UNet,1001763,7.981103420257568,1.3129175901412964,4.419089317321777,3.6279876232147217,0.8676100969314575,1.9778369665145874,3.6279876232147217,10.285135269165039,2.8129773139953613
4,UNet,1001798,7.436013698577881,2.717405319213867,3.2570176124572754,3.5834457874298096,0.8021020889282227,1.991113305091858,3.5834457874298096,9.792362213134766,2.552349328994751
4,UNet,1001850,7.152346134185791,1.4921191930770874,5.236062526702881,3.6076667308807373,0.7598694562911987,1.5495460033416748,3.6076667308807373,10.265828132629395,2.547873020172119
4,UNet,1001851,5.155683517456055,2.0891261100769043,5.450494289398193,3.267582416534424,1.2211613655090332,1.9094575643539429,3.267582416534424,10.288191795349121,2.228299617767334
4,UNet,1001938,11.429594039916992,1.918548583984375,4.865236759185791,3.480396270751953,1.0949809551239014,1.7216408252716064,3.480396270751953,11.023333549499512,2.957149028778076
4,UNet,1001959,7.596331596374512,1.7438099384307861,2.326429843902588,2.8449058532714844,0.6111449003219604,1.1967387199401855,2.8449058532714844,9.501504898071289,2.7831146717071533
4,UNet,1001995,6.614047050476074,1.152195692062378,5.545083522796631,2.8474366664886475,0.7236523628234863,1.4590580463409424,2.8474366664886475,7.440164089202881,2.493004322052002
4,UNet,1001997,10.274459838867188,2.217475175857544,3.45084810256958,3.9387340545654297,0.9908089637756348,1.5785114765167236,3.9387340545654297,9.935382843017578,2.521641731262207
4,UNet,1002007,5.489641189575195,1.62788987159729,5.860197067260742,3.134756326675415,0.7653864622116089,1.4768072366714478,3.134756326675415,9.428486824035645,2.353543281555176
4,UNet,1002035,6.682555198669434,0.6481180787086487,3.12109637260437,2.4348859786987305,0.3598262369632721,1.2130882740020752,2.4348859786987305,6.5302414894104,1.8570287227630615
4,UNet,1002274,6.497857570648193,1.1455575227737427,4.997628688812256,2.869925022125244,0.6669068932533264,1.5370872020721436,2.869925022125244,11.493291854858398,2.267782688140869
4,UNet,1002351,7.364554405212402,1.3847616910934448,6.068675518035889,3.91489839553833,0.9047120809555054,1.9774830341339111,3.91489839553833,10.879112243652344,2.674772262573242
4,UNet,1002380,9.751596450805664,1.7354328632354736,3.730837345123291,3.808764696121216,0.7291762232780457,1.5708277225494385,3.808764696121216,10.927024841308594,2.4793529510498047
4,UNet,1002382,7.7316741943359375,0.6648625731468201,1.8329814672470093,1.9286073446273804,0.3811946511268616,1.0392827987670898,1.9286073446273804,6.148218631744385,1.8232145309448242
4,UNet,1002412,6.553863525390625,1.8885633945465088,2.7571449279785156,3.6955344676971436,0.7863864898681641,1.810302972793579,3.6955344676971436,11.085725784301758,2.827932834625244
4,UNet,1002417,10.924019813537598,0.9235204458236694,3.065549612045288,3.032733678817749,0.8517716526985168,1.908597707748413,3.032733678817749,10.744502067565918,2.7390708923339844
4,UNet,1002451,11.188807487487793,1.7932603359222412,4.375701904296875,4.0546417236328125,0.9334737658500671,1.8077929019927979,4.0546417236328125,11.067192077636719,3.3098435401916504
4,UNet,1002515,12.3578462600708,2.2257936000823975,2.994353771209717,4.082039833068848,1.1489975452423096,1.9323413372039795,4.082039833068848,11.272703170776367,4.372872352600098
4,UNet,1002526,5.323507785797119,0.737928032875061,4.488989353179932,2.839674711227417,0.5183272361755371,1.2515233755111694,2.839674711227417,8.132967948913574,1.7450430393218994
4,UNet,1002538,6.967455863952637,1.3913933038711548,2.4002017974853516,3.2511279582977295,0.8204159736633301,1.7927589416503906,3.2511279582977295,11.125900268554688,2.8586983680725098
